"","1 -> 2","1 -> 3","1 -> 4","1 -> 5","2 -> 1","2 -> 3","2 -> 4","2 -> 5","3 -> 1","3 -> 2","3 -> 4","3 -> 5","4 -> 1","4 -> 2","4 -> 3","4 -> 5","5 -> 1","5 -> 2","5 -> 3","5 -> 4"
"Intercept",-0.303254652373546,-1.96207195665455,0.0480201131428955,-29.2204500677763,-0.557511890930442,-0.403708576397806,1.44143147083488,-5.9496481727546,-5.68648900292691,-3.72341582233986,-1.97506584616278,-6.8047668139315,-5.02722011201193,-2.62307090490336,-2.84554703095567,-12.7073203947971,-24.4826231509706,-52.8653889924858,-1.96768138051415,-15.4302380454356
"Cos(julian_date)",0.0814785355265046,-0.583786869272396,-0.298400480181052,-13.2481422704528,0.165277902217745,-0.354768066360314,-0.192813982457673,-0.516963082940216,0.0400780145868066,-0.16083093658709,-0.509931037141391,-0.736108941015719,0.515677626279397,0.43566343439144,0.0904434517083267,0.0344728476977431,-22.2329183127652,-1.64034984871155,0.180015395853615,-0.733904313067434
"Sin(julian_date)",0.207165928174216,0.661559672149575,-0.292437325959787,-2.40498703037085,-0.177722082406564,0.313300056034176,-0.904887137551783,-2.17324204544481,0.00126438468704654,-0.417265161910882,-0.947590404113352,-1.9264817206233,1.24276674285795,0.515982022381966,1.12942469372462,-0.510068919716867,-1.22945741256193,-0.532238633764552,0.653872472002967,0.114760138617703
"Cos(time_proportion)",0.630227959545882,1.1937647697068,1.03611226397612,18.5942792500338,-0.940073106193304,0.884916123154272,0.76074714678874,5.98028104128064,-1.72886457625648,-0.775000818255595,-0.229971947156124,3.68463046033253,-1.75309453903645,-0.342003850940734,0.207610730465265,10.9465243870249,-4.50051125071645,44.8192853057926,-0.741163096561627,10.7396466501518
"Sin(time_proportion)",0.216770398189405,0.00506017802180121,0.0433554555360356,-4.99165232598481,-0.25264105082455,0.12708373506193,0.24598655753254,-2.03569765200387,-0.255651569894405,0.0381398639283475,0.350993431641872,-1.18746637113114,-0.506155853307011,-0.121535412878102,-0.114216037383919,-2.42608899246115,5.62135013170442,22.3946338354817,-0.0747599707304811,13.1251265639597
