PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
131A,No,131,,2013,1991,1992,1982,,coastal,Washington,C,eastern white pine,alive - top intact,,,131A,12,A,IO,623556,4948582
131B,No,131,,2013,2010,2010,1993,,coastal,Washington,C,eastern white pine,alive - top intact,,,131B,12,A,IO,623526,4948431
132A,No,132,Bald Mountain,2013,1996,1996,1976,,interior,Washington,C,eastern white pine,alive - top intact,,,132A,12,A,IO,634891,4994100
132B,Yes,132,Bald Mountain,2013,2013,2013,1997,,interior,Washington,C,eastern white pine,alive - top intact,,,132B,12,A,ER,634888,4994000
133B,Yes,133,,2013,2013,2013,2001,,coastal,Washington,C,eastern white pine,alive - top intact,,,133B,12,A,ER,649308,4978612
134A,No,134,,2013,1987,1987,1983,,interior,Piscataquis,E,paper birch,dead - top broken,,,134A,12,A,IO,476643,5076211
134B,No,134,,2013,1994,2009,1988,Occasional occupancy by adult eagle(s) was noted 7 times during the period 1995 - 2009 following destruction of the nest in 1994.,interior,Piscataquis,E,eastern white pine,alive - top intact,,,134B,12,A,IO,476577,5075998
135A,No,134,,2013,1987,NA,1983,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Washington,C,eastern white pine,alive - top intact,,,135A,12,A,IO,575401,5006909
136A,No,136,,2013,1985,2007,1984,Infrequent occupancy by adult eagles(s) was documented only twice during 1986 - 2007 following destruction of the nest occurred in 1985.,coastal,Washington,C,eastern white pine,alive - top intact,,,136A,12,A,IO,654894,4971388
136B,No,136,,2013,1986,2000,1982,Occasional occupancy by adult eagle(s) was noted 5 times during the period 1987 - 2000 following destruction of the nest in 1994.,coastal,Washington,C,eastern white pine,alive - top broken,,,136B,12,A,IO,654708,4970730
137A,No,137,Five Islands,2013,1988,1988,1984,,interior,Aroostook,F,eastern white pine,alive - top intact,,,137A,12,A,IO,593601,5065800
137B,,137,,2013,NA,NA,NA,This nest is on the New Brunswick side of the East Grand Lake border with Maine.,interior,,,,,,,137B,NA,NA,NA,NA,NA
137C,Yes,137,Five Islands,2013,2013,2008,1992,,interior,Aroostook,F,eastern white pine,alive - top intact,,,137C,12,A,ER,593590,5065850
137D,Yes,137,Five Islands,2013,2013,2013,2009,,interior,Aroostook,F,eastern white pine,alive - top intact,,,137D,4,A,ER,593599,5065825
138A,No,138,Little Duck Island,2013,1984,1986,1984,,coastal,Hancock,C,red spruce,alive - top broken,,,138A,12,A,IO,560417,4891410
138B,No,138,Great Duck Island,2013,1991,1990,1990,,coastal,Hancock,C,red spruce,,,,138B,12,A,IO,560047,4888920
138C,No,138,Great Duck Island,2013,1993,1991,1991,,coastal,Hancock,C,red spruce,,,,138C,12,A,IO,560224,4889587
138D,No,138,Great Duck Island,2013,1992,1992,1992,,coastal,Hancock,C,red spruce,,,,138D,12.5,A,IO,560314,4889636
138E,No,138,Great Duck Island,2013,1994,1994,1993,,coastal,Hancock,C,red spruce,,,,138E,12,A,IO,560113,4889100
138F,No,138,Great Duck Island,2013,2009,2007,1995,,coastal,Hancock,C,red spruce,alive - top broken,,,138F,12,A,IO,560064,4889010
138G,No,138,Great Duck Island,2013,2000,2000,1998,,coastal,Hancock,C,red spruce,,,,138G,12,A,IO,559990,4888970
138H,Yes,138,Great Duck Island,2013,2013,2013,2008,,coastal,Hancock,C,red spruce,alive - top intact,,,138H,12,A,ER,560246,4889611
139A,No,139,,2013,1996,1995,1984,,interior,Piscataquis,G,eastern white pine,alive - top broken,,,139A,12,A,IO,491687,5154972
139B,No,139,,2013,2007,2007,1986,,interior,Piscataquis,G,eastern white pine,alive - top intact,,,139B,12,A,IO,490656,5155249
139C,No,139,,2013,2008,2008,2008,,interior,Piscataquis,G,hardwood,alive - top intact,,,139C,10,A,IO,491321,5155518
139D,No,139,,2013,2009,2009,2009,,interior,Piscataquis,G,hardwood,alive - top intact,dominant,,139D,12,A,IO,491821,5155387
139E,Yes,139,,2013,2013,2013,2013,,interior,Piscataquis,G,eastern white pine,alive - top intact,supercanopy,,139E,12.5,A,ER,492092,5154308
140A,No,140,,2013,1984,1986,1983,,interior,Washington,C,quaking aspen,,,,140A,12.5,A,IO,617252,5012390
140B,No,140,,2013,1988,1988,1987,,interior,Washington,C,bigtooth aspen,,,,140B,12.5,A,IO,617275,5012290
140C,No,140,,2013,2005,2005,1989,,interior,Washington,C,bigtooth aspen,,,,140C,12.5,A,IO,617292,5012350
140D,Yes,140,,2013,2013,2013,2006,,interior,Washington,C,eastern white pine,alive - top broken,,,140D,7,A,ER,617132,5012320
141A,No,141,,2013,2007,2007,1985,,interior,Penobscot,F,eastern white pine,alive - top intact,dominant,Witches' broom is the primary nest support.,141A,12,A,IO,518546,5053150
141B,No,141,,2013,1993,1992,1991,,interior,Penobscot,F,eastern white pine,alive - top intact,,,141B,12,A,IO,518774,5052337
141C,Yes,141,,2013,2013,2013,2002,,interior,Penobscot,F,eastern white pine,alive - top intact,,,141C,12,A,ER,518842,5053050
142A,No,142,,2013,1989,1987,1984,,interior,Washington,C,eastern white pine,alive - top broken,,,142A,12,A,IO,580697,4959876
142B,No,142,,2013,1991,1988,1988,,interior,Washington,C,eastern white pine,alive - top broken,,,142B,12,A,IO,578875,4959890
142C,No,142,,2013,2010,2005,1989,,interior,Washington,C,eastern white pine,alive - top intact,,,142C,12,A,IO,580701,4959536
142D,Yes,142,,2013,2013,2013,2007,,interior,Washington,C,eastern white pine,alive - top intact,,,142D,6.5,A,ER,579628,4958910
143A,No,143,Norway Island,2013,1990,1990,1985,,interior,Aroostook,F,red pine,,,,143A,12,A,IO,564988,5090422
143B,Yes,143,Norway Island,2013,2013,2011,1991,,interior,Aroostook,F,eastern white pine,alive - top intact,,,143B,12,A,ER,564739,5090627
143C,Yes,143,Norway Island,2013,2013,2013,2013,,interior,Aroostook,F,eastern white pine,alive - top intact,dominant,,143C,12.5,A,ER,564592,5090779
144B,No,144,Sheep Island,2013,2006,2003,2001,,coastal,Washington,C,red spruce,,,,144B,12,A,IO,586324,4923650
144C,No,144,Sheep Island,2013,2009,2007,2004,,coastal,Washington,C,red spruce,alive - top broken,,,144C,10,A,IO,586280,4923680
144D,Yes,144,Sheep Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top broken,,,144D,7,A,ER,586258,4923732
145A,No,145,Stevens Point,2013,1985,1985,1985,,coastal,Hancock,C,eastern white pine,alive - top intact,,,145A,12,A,IO,580563,4926851
145B,No,145,Garden Point,2013,2000,1999,1986,,coastal,Hancock,C,eastern white pine,,,,145B,12,A,IO,579778,4924610
145C,No,145,Garden Point,2013,1991,1988,1986,,coastal,Hancock,C,eastern white pine,,,,145C,12,A,IO,579624,4924930
145D,Yes,145,Williams Point,2013,2013,2013,2001,,coastal,Hancock,C,eastern white pine,,,,145D,12,A,ER,578807,4924366
146A,No,146,Long Pond upland,2013,1985,1985,1985,,coastal,Knox,C,eastern white pine,alive - top intact,,,146A,12,A,IO,530939,4876870
146C,Yes,146,Long Pond upland,2013,2013,2013,1987,,coastal,Knox,C,eastern white pine,alive - top intact,,,146C,12,A,ER,531156,4877540
146D,No,146,Long Pond upland,2013,2004,NA,2004,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Knox,C,red spruce,,,,146D,10,A,IO,530901,4876350
147A,No,147,Ram Island,2013,1995,1995,1985,,coastal,Hancock,C,red spruce,,,,147A,12,A,IO,530971,4886940
147B,No,147,No Mans Island,2013,1995,2014,1991,Infrequent occupancy by adult eagles(s) was documented only twice during 1996 - 2013 following destruction of the nest occurred in 1995.,coastal,Hancock,C,red spruce,,,,147B,12,A,IO,531905,4886530
147C,No,147,Ram Island,2013,2003,2003,1996,,coastal,Hancock,C,red spruce,,,,147C,12.5,A,IO,531001,4886932
147D,No,147,Ram Island,2013,2006,2007,2004,,coastal,Hancock,C,red spruce,,,,147D,12.5,A,IO,530959,4886952
148A,No,148,Inner Ram Island,2013,1994,1994,1986,,coastal,Washington,C,red spruce,,,,148A,12,A,IO,608854,4928044
148B,No,148,Inner Ram Island,2013,2002,2002,1995,,coastal,Washington,C,red spruce,,,,148B,12,A,IO,608931,4928120
148C,No,148,Inner Ram Island,2013,2004,2009,2003,,coastal,Washington,C,red spruce,,,,148C,12,A,IO,608806,4928054
148D,Yes,148,East Sheep Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top broken,,,148D,10,A,ER,609022,4929710
149A,No,149,,2013,1997,1991,1986,,interior,Penobscot,F,eastern white pine,alive - top intact,,,149A,12,A,IO,538375,5026160
149C,Yes,149,Penobscot River shoreline,2014,2014,2009,1993,,interior,Penobscot,F,eastern white pine,alive - top intact,,,149C,12,A,ER,537768,5025885
149D,Yes,149,Mattanawcook Island,2014,2014,2014,2010,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,149D,12.5,A,ER,538333,5025567
150B,No,150,Johns Island,2013,1991,1991,1989,,coastal,Hancock,C,red spruce,,,,150B,12,A,IO,541016,4894230
150C,No,150,Johns Island,2013,2006,2006,1994,,coastal,Hancock,C,red spruce,,,,150C,12,A,IO,540763,4894320
150D,No,150,Johns Island,2013,2009,2013,1995,,coastal,Hancock,C,red spruce,,,,150D,12,A,IO,540752,4894280
151A,Yes,151,,2013,2013,2013,1986,,interior,Penobscot,F,northern red oak,,,,151A,12,A,ER,546374,5034385
151B,No,151,,2013,2006,2005,2005,,interior,Penobscot,F,eastern white pine,alive - top intact,,,151B,8.5,A,IO,546055,5035065
152B,No,152,Ringtown Island,2013,1988,1989,1988,,coastal,Hancock,C,red spruce,,,,152B,12,A,IO,540624,4885690
152C,No,152,Ringtown Island,2013,1997,1997,1986,,coastal,Hancock,C,paper birch,,,,152C,12,A,IO,540600,4885660
152D,No,152,Ringtown Island,2013,2000,2000,1998,,coastal,Hancock,C,yellow birch,alive - top intact,,,152D,12,A,IO,540686,4885740
152E,No,152,Ringtown Island,2013,2004,2002,2001,,coastal,Hancock,C,red spruce,,,,152E,12.5,A,IO,540640,4885620
152F,Yes,152,Ringtown Island,2013,2013,2013,2003,,coastal,Hancock,C,yellow birch,dead - top intact,,,152F,12.5,A,ER,540642,4885655
153C,No,153,Pig Island,2013,1994,1994,1993,,coastal,Washington,C,red spruce,,,,153C,12,A,IO,612916,4930740
153D,No,153,Sheep Island,2013,2007,2005,1995,,coastal,Washington,C,red spruce,,,,153D,12,A,IO,613722,4930210
153E,Yes,153,Sheep Island,2013,2013,2013,2006,,coastal,Washington,C,red spruce,,,,153E,1.5,A,ER,613683,4930224
154B,No,154,,2013,1995,1994,1992,,interior,Penobscot,F,eastern white pine,alive - top intact,,,154B,12,A,IO,536123,5024362
154C,Yes,154,,2014,2014,2014,1995,,interior,Penobscot,F,northern red oak,alive - top intact,,,154C,12,A,ER,535594,5023630
154E,Yes,154,,2014,2014,2010,2010,,interior,Penobscot,F,northern red oak,alive - top intact,dominant,,154E,12.5,A,IO,536890,5024472
155A,No,155,Hog Island,2013,1988,1988,1987,,coastal,Lincoln,B,red spruce,,,,155A,12,A,IO,466106,4868042
155B,No,155,Crotch Islands,2013,1998,1989,1989,Nest was used only by ospreys during the period 1993 - 1995.,coastal,Lincoln,B,red spruce,,,,155B,12,A,IO,467056,4868427
155C,No,155,Hog Island,2013,1991,1991,1990,,coastal,Lincoln,B,eastern white pine,,,,155C,12,A,IO,465765,4869010
155D,Yes,155,Hog Island,2013,2013,2013,1992,,coastal,Lincoln,B,eastern white pine,alive - top intact,,,155D,12,A,ER,465911,4869120
155E,No,155,Hog Island,2013,2004,2004,2004,,coastal,Lincoln,B,eastern white pine,alive - top intact,,,155E,10,A,IO,465931,4867816
156A,No,156,,2013,1986,NA,1986,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Somerset,D,eastern white pine,,dominant,,156A,12,A,IO,391519,5008350
156B,No,156,,2013,1996,1993,1987,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,156B,12,A,IO,389338,5006623
156D,No,156,,2013,2006,2004,1998,,interior,Somerset,D,bigtooth aspen,alive - top intact,co-dominant,,156D,12,A,IO,389573,5007434
156E,No,156,,2013,2009,2009,2005,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,156E,7,A,IO,389263,5008017
156G,Yes,156,,2014,2014,2014,2013,,interior,Somerset,D,eastern white pine,alive - top intact,dominant,,156G,12.5,A,ER,389305,5008057
157A,No,157,Bradbury Island,2013,1989,1988,1987,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,157A,12,A,IO,519970,4899010
157B,Yes,157,Crow Island,2014,2014,2014,1989,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,157B,12,A,ER,520768,4899190
157C,No,157,Bradbury Island,2013,2001,2001,1992,,coastal,Hancock,C,yellow birch,alive - top intact,dominant,,157C,12,A,IO,519796,4899168
158A,No,158,,2013,1987,NA,1987,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,158A,12,A,IO,604803,4934340
159A,Yes,159,,2014,2014,2014,1988,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,159A,12,A,ER,482786,4967830
159B,No,159,,2013,1994,NA,1992,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,159B,12,A,IO,484534,4967191
159C,No,159,,2013,2009,2009,2000,,interior,Penobscot,B,eastern white pine,alive - top intact,dominant,,159C,12,A,IO,481471,4968876
160A,No,160,Second Lake outlet vicinity,2013,2009,2007,1988,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,160A,12,A,IO,618406,4968793
161A,Yes,161,Boyden Lake mid-southern shoreline,2013,2013,2011,1988,,interior,Washington,C,eastern white pine,alive - top intact,supercanopy,,161A,12,A,ER,646198,4985826
161B,No,161,Boyden Lake mid-northern shoreline,2013,2011,NA,2007,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Washington,C,eastern white pine,alive - top intact,dominant,,161B,2,A,IO,646537,4986561
161C,Yes,161,Boyden Lake mid-southern shoreline,2013,2013,2013,2013,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,161C,12.5,A,ER,646209,4985612
162A,No,162,Stone Island,2013,1988,1990,1988,,coastal,Washington,C,red spruce,,dominant,,162A,12,A,IO,629336,4939937
162B,No,162,Stone Island,2013,2003,2003,1991,,coastal,Washington,C,red spruce,alive - top intact,dominant,"Treetop broke off above nest level in spring, 1993.",162B,12.5,A,IO,629497,4939810
162C,No,162,Stone Island,2013,2010,2010,2004,,coastal,Washington,C,red spruce,,dominant,,162C,7,A,IO,629459,4939788
162D,No,162,Stone Island,2013,2012,2013,2008,,coastal,Washington,C,red spruce,alive - top broken,dominant,,162D,7,A,IO,629348,4939722
163A,No,163,,2013,1988,1988,1988,,interior,Piscataquis,E,eastern white pine,alive - top broken,,,163A,12,A,IO,450803,5120418
163B,No,163,,2013,1994,1994,1989,,interior,Piscataquis,E,eastern white pine,alive - top intact,,,163B,12,A,IO,450798,5120238
163C,Yes,163,,2013,2013,2013,1990,,interior,Piscataquis,E,eastern white pine,alive - top intact,,,163C,12,A,ER,451029,5120210
163D,No,163,,2013,1999,2003,1995,,interior,Piscataquis,E,red pine,,,,163D,12,A,IO,451642,5119240
164A,No,164,The Rim vicinity,2013,1988,1988,1988,,coastal,Washington,C,eastern white pine,alive - top intact,,,164A,12,A,IO,626818,4953160
164B,No,164,The Rim vicinity,2013,2000,2000,1989,,coastal,Washington,C,eastern white pine,alive - top intact,,,164B,12,A,IO,626890,4953284
164C,Yes,164,The Rim vicinity,2013,2013,2013,2001,,coastal,Washington,C,bigtooth aspen,alive - top intact,,,164C,12.5,A,ER,627026,4953457
165A,No,165,Treat Island,2013,1992,1992,1988,,coastal,Washington,C,red spruce,,,,165A,12,A,IO,658782,4971850
165B,No,165,Treat Island,2013,1995,1991,1991,,coastal,Washington,C,red spruce,,,,165B,12,A,IO,658708,4971360
165C,No,165,Treat Island,2013,2010,2009,1993,,coastal,Washington,C,red spruce,alive - top intact,,,165C,12,A,IO,658576,4971549
165E,Yes,165,Treat Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top broken,dominant,,165E,12.5,A,ER,658654,4971570
166A,No,166,,2014,2001,2001,1989,,coastal,Hancock,C,eastern white pine,alive - top intact,,,166A,12,A,IO,519212,4931045
166B,Yes,166,,2014,2014,2014,1994,,coastal,Hancock,C,northern red oak,alive - top intact,,,166B,12,A,ER,519231,4930891
167A,No,167,Eagle Island,2013,1992,1992,1989,,coastal,Washington,C,red spruce,,,,167A,12,A,IO,598956,4928604
167B,No,167,Eagle Island,2013,1996,1996,1993,,coastal,Washington,C,red spruce,dead - top intact,,,167B,12,A,IO,598948,4928623
167C,No,167,Eagle Island,2013,2006,2006,1997,,coastal,Washington,C,red spruce,,,,167C,12,A,IO,598914,4928634
167D,Yes,167,Eagle Island,2013,2013,2013,2007,,coastal,Washington,C,red spruce,alive - top broken,,,167D,2.5,A,ER,598905,4928585
168A,No,168,Rogers Neck shoreline,2013,1991,1991,1989,,coastal,Sagadahoc,A,eastern white pine,alive - top broken,,,168A,12,A,IO,435617,4854497
168B,No,168,Lee Island,2013,2007,2004,1992,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,168B,12,A,IO,435483,4854072
168C,No,168,Lee Island,2013,2009,2003,2003,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,168C,12,A,IO,435508,4854126
168D,Yes,168,Ram Island,2013,2013,2013,2005,,coastal,Sagadahoc,A,eastern white pine,alive - top intact,,,168D,12,A,ER,435831,4853954
169A,No,169,Newbury Neck - The Nook,2013,1999,1997,1988,,coastal,Hancock,C,eastern white pine,alive - top broken,,,169A,12.5,A,IO,541486,4916366
169B,No,169,Jed Island,2013,1996,1996,1995,,coastal,Hancock,C,red spruce,,,,169B,12.5,A,IO,540801,4917530
169C,No,169,Jed Island,2013,2000,2000,1998,,coastal,Hancock,C,red spruce,,,,169C,12.5,A,IO,540879,4917660
169D,No,169,Jed Island,2013,2002,2002,2000,,coastal,Hancock,C,northern red oak,alive - top intact,,,169D,12.5,A,IO,540859,4917550
169E,Yes,169,Jed Island,2013,2013,2013,2003,,coastal,Hancock,C,northern red oak,alive - top intact,,,169E,12.5,A,ER,540904,4917643
170A,No,170,,2013,1996,1997,1998,,interior,Hancock,C,eastern white pine,alive - top intact,,,170A,12,A,IO,561168,4945802
170B,No,170,,2013,1994,1992,1990,,interior,Hancock,C,eastern white pine,alive - top intact,,,170B,12,A,IO,561030,4945912
170C,No,170,,2013,2001,2008,1998,,interior,Hancock,C,eastern white pine,alive - top intact,,,170C,12,A,IO,560248,4944771
171A,No,171,,2013,1993,1991,1991,,coastal,Washington,C,eastern white pine,alive - top intact,,,171A,12,A,IO,643703,4972651
171D,No,171,,2013,2004,2004,2004,,coastal,Washington,C,eastern white pine,alive - top intact,,,171D,10,A,IO,643106,4973235
171F,Yes,171,,2013,2013,2011,2005,,coastal,Washington,C,eastern white pine,dead - top intact,,,171F,7.5,A,ER,643428,4972937
171G,Yes,171,,2013,2013,2013,2013,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,171G,12.5,A,ER,642810,4973244
172A,No,172,,2013,2012,2012,1989,,interior,Penobscot,F,northern red oak,dead - top intact,dominant,,172A,12,A,IO,542694,5003838
