FID_,OBJECTID,PointID,Accuracy,Type,ObsID,ObsID_1,EO_ID,Species,Year,Month,Day,TimeStart,TimeEnd,UseID,ExtDB,ExtDBID,ExtJoinFie,ExtJoinVal,POINT_X,POINT_Y
,3386,Point_1843,12,Animal Location,1843,1843,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],535D,546907,4939270
,3387,Point_2331,12,Animal Location,2331,2331,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029G,544586.2612,4930789.203
,3388,Point_1634,12,Animal Location,1634,1634,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029B,544493,4931400
,3389,Point_2125,12,Animal Location,2125,2125,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029F,544331,4931328.295
,3390,Point_1633,12,Animal Location,1633,1633,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029A,544125.4784,4931192.458
,3391,Point_1635,12,Animal Location,1635,1635,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029C,543593,4930550
,3392,Point_1636,12,Animal Location,1636,1636,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029D,543720.772,4930640.264
,3393,Point_1637,12,Animal Location,1637,1637,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],029E,544011,4928990
,3394,Point_4230,12,Animal Location,4101,4101,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],029H,544299,4930699
,3395,Point_4231,12,Animal Location,4102,4102,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],300A,547754,4925720
,3396,Point_4232,10,Animal Location,4103,4103,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],573A,540970.155,4926332.517
,3397,Point_4233,7.5,Animal Location,4104,4104,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],458A,550999.9508,4924844.076
,3398,Point_4234,8.5,Animal Location,4105,4105,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],553A,556115.4986,4924421.97
,3399,Point_2269,12,Animal Location,2269,2269,6440,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],286A,555710.3476,4920714.29
,3400,Point_1935,12,Animal Location,1935,1935,6054,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],028D,552866,4920090
,3401,Point_4235,12,Animal Location,4106,4106,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],346A,551418.1319,4919460.76
,3402,Point_1630,12,Animal Location,1630,1630,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],028A,553073.0301,4919211.468
,3403,Point_1632,12,Animal Location,1632,1632,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],028C,555287.2172,4918768.283
,3404,Point_1631,12,Animal Location,1631,1631,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],028B,555376.5404,4918916.111
,3405,Point_2159,12,Animal Location,2159,2159,6984,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],241A,560203.9914,4919077.194
,3406,Point_1681,12,Animal Location,1681,1681,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],041C,564226.2881,4916617.07
,3407,Point_1941,12,Animal Location,1941,1941,4713,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],041D,564275.7676,4916588.558
,3408,Point_1674,12,Animal Location,1674,1674,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],040A,565504,4917020
,3409,Point_1677,12,Animal Location,1677,1677,3408,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],040D,566423,4916790
,3410,Point_1675,12,Animal Location,1675,1675,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],040B,566602,4917070
,3411,Point_1676,12,Animal Location,1676,1676,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],040C,566658.5182,4917156.815
,3412,Point_1678,12,Animal Location,1678,1678,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],040E,566884.6169,4917358.295
,3413,Point_4236,7.5,Animal Location,4107,4107,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],040F,566266.723,4917071.126
,3414,Point_1679,12,Animal Location,1679,1679,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],041A,565214,4915210
,3415,Point_1680,12,Animal Location,1680,1680,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],041B,565372,4915350
,3416,Point_1684,12,Animal Location,1684,1684,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],042C,568697.2737,4914838.871
,3417,Point_1683,12,Animal Location,1683,1683,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],042B,568707,4915350
,3418,Point_2295,12,Animal Location,2295,2295,5835,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],042D,569053.9409,4914822.845
,3419,Point_4237,10,Animal Location,4109,4109,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],596A,570968.2179,4913670.652
,3420,Point_4238,8.5,Animal Location,4108,4108,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],506A,572625.8552,4915386.236
,3421,Point_1682,12,Animal Location,1682,1682,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],042A,569584.4848,4915933.73
,3423,Point_2303,12,Animal Location,2303,2303,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],297A,571871,4912030
,3424,Point_2318,12,Animal Location,2318,2318,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],297B,572085,4911900
,3425,Point_4240,7.5,Animal Location,4110,4110,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],297C,571927.076,4911705.688
,3426,Point_2345,12,Animal Location,2345,2345,2481,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],310A,576457,4911190
,3427,Point_4241,7.5,Animal Location,4111,4111,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],592A,573458.765,4922774.53
,3428,Point_2044,12,Animal Location,2044,2044,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],187D,583207.1727,4916616.339
,3429,Point_2300,12,Animal Location,2300,2300,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],187C,583251.6596,4916586.997
,3430,Point_2225,12,Animal Location,2225,2225,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],187B,583276.0289,4916555.492
,3431,Point_1986,12,Animal Location,1986,1986,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],187A,583217.0559,4916525.982
,3432,Point_1690,12,Animal Location,1690,1690,5366,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],044A,584155.4676,4922341.007
,3433,Point_1691,12,Animal Location,1691,1691,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],044B,584100.5479,4922819.145
,3434,Point_1910,12,Animal Location,1910,1910,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],145C,579624,4924930
,3435,Point_1909,12,Animal Location,1909,1909,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],145B,579778,4924610
,3436,Point_1908,12,Animal Location,1908,1908,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],145A,580563.3677,4926851.781
,3437,Point_4242,12,Animal Location,4120,4120,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],145D,578807.7581,4924366.733
,3438,Point_4243,10,Animal Location,4121,4121,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],636A,577794.842,4925585.986
,3439,Point_4244,8.5,Animal Location,4122,4122,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],045B,581852.0899,4927008.658
,3440,Point_1692,12,Animal Location,1692,1692,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],045A,583657.4507,4927973.291
,3441,Point_2103,12,Animal Location,2103,2103,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],044C,583978,4924220.578
,3442,Point_4245,12,Animal Location,4123,4123,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],329A,585914.9942,4924791.566
,3443,Point_1907,12,Animal Location,1907,1907,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],502A,586505.9726,4923211.488
,3444,Point_4246,1,Animal Location,4124,4124,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],502B,586468.737,4923214.081
,3445,Point_4247,12,Animal Location,4127,4127,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],144B,586324,4923650
,3446,Point_4248,10,Animal Location,4126,4126,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],144C,586280.308,4923680.151
,3447,Point_4249,7,Animal Location,4125,4125,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],144D,586258.083,4923732.935
,3448,Point_4250,10,Animal Location,4128,4128,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],420B,588600.6878,4921172.995
,3449,Point_4251,10,Animal Location,4129,4129,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],420A,588050.164,4919628.471
,3450,Point_2172,12,Animal Location,2172,2172,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],267A,591049.4525,4919884.108
,3451,Point_4252,7.5,Animal Location,4130,4130,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],267B,591111.1354,4919733.854
,3452,Point_1955,12,Animal Location,1955,1955,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],046D,591204.6193,4922500.256
,3453,Point_1695,12,Animal Location,1695,1695,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],046C,591502.7368,4922552.37
,3454,Point_1693,12,Animal Location,1693,1693,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],046A,591513,4922680
,3455,Point_1694,12,Animal Location,1694,1694,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],046B,591520,4922790
,3456,Point_4253,7.5,Animal Location,4132,4132,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],046E,591513.106,4922466.05
,3457,Point_4254,7.5,Animal Location,4131,4131,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],046F,591464.5459,4922634.048
,3458,Point_4255,12,Animal Location,4133,4133,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],401A,593270.2926,4926304.451
,3459,Point_4256,8.5,Animal Location,4134,4134,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],401B,592722.099,4926204.895
,3460,Point_1858,12,Animal Location,1858,1858,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],110A,589509,4926860
,3461,Point_4257,3,Animal Location,4135,4135,0,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],606A,601553.318,4929790.21
,3462,Point_1696,12,Animal Location,1696,1696,1801,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],047A,595287.132,4925142.582
,3463,Point_1699,12,Animal Location,1699,1699,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],047D,595298.8512,4925121.597
,3464,Point_1698,12,Animal Location,1698,1698,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],047C,595341.8974,4925183.336
,3465,Point_2224,12,Animal Location,2224,2224,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],167C,598914.4079,4928634.488
,3466,Point_2073,12,Animal Location,2073,2073,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],167B,598948.4324,4928623.268
,3467,Point_1967,12,Animal Location,1967,1967,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],167A,598956.9529,4928604.465
,3468,Point_4258,2.5,Animal Location,4113,4113,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],167D,598905.9885,4928585.493
,3469,Point_4259,2.5,Animal Location,4114,4114,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],373B,597228.4176,4929963.904
,3470,Point_4260,12,Animal Location,4115,4115,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],373A,597263.3665,4929970.287
,3471,Point_1703,12,Animal Location,1703,1703,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],048D,593033.7428,4929961.486
,3472,Point_1701,12,Animal Location,1701,1701,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],048B,595007.1675,4930085.361
,3473,Point_1704,12,Animal Location,1704,1704,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],048E,595028,4929870
,3474,Point_1700,12,Animal Location,1700,1700,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],048A,594911,4929300
,3475,Point_2143,12,Animal Location,2143,2143,1246,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],048F,595106.4309,4929668.619
,3476,Point_2065,12,Animal Location,2065,2065,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],051E,603718.0449,4926660.533
,3477,Point_1714,12,Animal Location,1714,1714,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],051C,603831,4926660
,3478,Point_2028,12,Animal Location,2028,2028,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],051D,603928.549,4926626.451
,3479,Point_1712,12,Animal Location,1712,1712,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],051A,603858,4926600
,3480,Point_1713,12,Animal Location,1713,1713,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],051B,603883.402,4926484.608
,3481,Point_4261,12,Animal Location,4116,4116,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],051F,602873.9097,4927230.334
,3482,Point_2017,12,Animal Location,2017,2017,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],196A,605144.1759,4926256.176
,3483,Point_4262,4,Animal Location,4117,4117,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],196B,605142.581,4926294.378
,3484,Point_2211,12,Animal Location,2211,2211,4413,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],195B,606479,4929880
,3485,Point_2016,12,Animal Location,2016,2016,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],195A,606453,4929690
,3486,Point_4263,10,Animal Location,4118,4118,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],148D,609022.338,4929710.266
,3487,Point_2150,12,Animal Location,2150,2150,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],148B,608931,4928120
,3488,Point_1914,12,Animal Location,1914,1914,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],148A,608854.2381,4928044.508
,3489,Point_4264,12,Animal Location,4119,4119,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],148C,608806.438,4928054.5
,3491,Point_1882,12,Animal Location,1882,1882,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],125B,608545.7638,4927146.037
,3492,Point_1881,12,Animal Location,1881,1881,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],125A,608677.9635,4927005.111
,3493,Point_1883,12,Animal Location,1883,1883,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],125C,608727.4514,4927189.318
,3494,Point_2148,12,Animal Location,2148,2148,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],125E,608781,4927210
,3495,Point_1884,12,Animal Location,1884,1884,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],125D,608816.7675,4927184.736
,3496,Point_4266,12,Animal Location,4494,4494,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],125F,608638.985,4926978.099
,3497,Point_1982,12,Animal Location,1982,1982,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119C,612416,4926650
,3498,Point_2004,12,Animal Location,2004,2004,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119D,612813,4926740
,3499,Point_1874,12,Animal Location,1874,1874,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119B,614001,4927140
,3500,Point_2223,12,Animal Location,2223,2223,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119E,614026,4927100
,3501,Point_1873,12,Animal Location,1873,1873,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119A,614065,4927100
,3502,Point_4267,10,Animal Location,4495,4495,0,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],119F,613976.1112,4927138.042
,3503,Point_4268,4,Animal Location,4496,4496,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],490B,615042.8875,4926340.997
,3504,Point_4269,10,Animal Location,4497,4497,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],490A,615057.111,4926332.08
,3505,Point_4270,8.5,Animal Location,4499,4499,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],342B,612911.6984,4923111.916
,3506,Point_4271,12,Animal Location,4498,4498,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],342A,613006.8552,4923139.229
,3507,Point_2170,12,Animal Location,2170,2170,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],265A,609786.2495,4924099.798
,3508,Point_2092,12,Animal Location,2092,2092,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],053A,614744,4928110
,3509,Point_1718,12,Animal Location,1718,1718,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],053C,614745,4928180
,3510,Point_1719,12,Animal Location,1719,1719,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],053B,614799,4928190
,3511,Point_4272,8.5,Animal Location,4500,4500,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],608A,616932.765,4928175.334
,3512,Point_4273,10,Animal Location,4501,4501,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],577A,616901.2107,4929812.891
,3513,Point_2071,12,Animal Location,2071,2071,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],153C,612916,4930740
,3514,Point_2152,12,Animal Location,2152,2152,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],153D,613722,4930210
,3515,Point_4274,1.5,Animal Location,4502,4502,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],153E,613683.6713,4930224.413
,3516,Point_4275,4,Animal Location,4503,4503,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],609A,606061.1883,4931713.683
,3517,Point_2317,12,Animal Location,2317,2317,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],052F,605788,4931050
,3518,Point_1717,12,Animal Location,1717,1717,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],052C,605805.883,4931071.353
,3519,Point_2029,12,Animal Location,2029,2029,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],052E,605810.3954,4931036.715
,3520,Point_1715,12,Animal Location,1715,1715,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],052A,605816.2943,4931103.479
,3521,Point_1981,12,Animal Location,1981,1981,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],052D,605822,4931080
,3522,Point_4276,2.5,Animal Location,4504,4504,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],052J,605786.669,4931013.032
,3523,Point_4277,4.5,Animal Location,4505,4505,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],052H,605819.179,4931090.398
,3524,Point_1925,12,Animal Location,1925,1925,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],158A,604803.185,4934340.336
,3525,Point_4278,10,Animal Location,4507,4507,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],049H,598041.7663,4932754.739
,3526,Point_4279,4.5,Animal Location,4508,4508,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],623A,599119.9293,4934063.43
,3527,Point_4280,7,Animal Location,4509,4509,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],127E,599835.266,4934700.003
,3528,Point_4281,10,Animal Location,4510,4510,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],127D,599764.7436,4934239.547
,3529,Point_1970,12,Animal Location,1970,1970,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],127B,600340.8702,4934448.863
,3530,Point_1886,12,Animal Location,1886,1886,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],623B,599473.9758,4934101.077
,3531,Point_4282,12,Animal Location,4511,4511,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],623C,598592.9649,4933354.481
,3532,Point_1708,12,Animal Location,1708,1708,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049D,599209,4932500
,3533,Point_1705,12,Animal Location,1705,1705,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049A,598300,4932360
,3534,Point_1707,12,Animal Location,1707,1707,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049C,598015,4932080
,3535,Point_2242,12,Animal Location,2242,2242,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049G,597953.1411,4932039.028
,3536,Point_1709,12,Animal Location,1709,1709,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049E,597960.2758,4932073.975
,3537,Point_1966,12,Animal Location,1966,1966,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],049F,598082,4932110
,3538,Point_4283,10,Animal Location,4512,4512,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],418A,601129.319,4942132.955
,3539,Point_4284,10,Animal Location,4513,4513,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],418B,601408.72,4942313.93
,3540,Point_4285,10,Animal Location,4514,4514,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],418C,601278.0656,4941741.82
,3541,Point_4286,12,Animal Location,4515,4515,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],352A,617357,4935156.314
,3542,Point_4287,7.5,Animal Location,4516,4516,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],352B,617520.9286,4935381.487
,3543,Point_4288,8.5,Animal Location,4517,4517,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],352C,617235.966,4935200.011
,3544,Point_4289,7.5,Animal Location,4518,4518,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],469A,616425.9074,4935962.113
,3545,Point_4290,10,Animal Location,4519,4519,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],428A,620312.067,4937476.554
,3546,Point_4291,12,Animal Location,4521,4521,0,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],111F,618991,4938190
,3547,Point_2244,12.5,Animal Location,2244,2244,3144,Haliaeetus leucocephalus,0,0,0,,,ER,-1,5,[NestSites].[PK_Nest],055D,621291.1577,4936130.398
,3548,Point_1862,12,Animal Location,1862,1862,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],111D,618229,4938830
,3549,Point_2297,12,Animal Location,2297,2297,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],111E,618389,4938750
,3550,Point_1860,12,Animal Location,1860,1860,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],111B,619901.858,4939885.716
,3551,Point_1861,12,Animal Location,1861,1861,-1,Haliaeetus leucocephalus,0,0,0,,,IO,-1,5,[NestSites].[PK_Nest],111C,619984.7039,4939760.678
