serial,GPS_date_YYYY-MM-DD,GPS_utc_HH:MM:SS,GPS_YYYY-MM-DD_HH:MM:SS,lat,lon,hdop,fix,cog,speed,alt,data_voltage,solar_charge,solar_current,nsats,vdop,geo,activity,inactivity,temperature,time_to_fix
89014103256345345895,2014-03-28,15:59:09,2014-03-28 15:59:09,44.558197,-68.327019,2.7,3,,0.0,42.0,3.64,4.6,0.04,,3.1,,,,,
89014103256345345895,2014-03-28,15:43:09,2014-03-28 15:43:09,44.55822,-68.32692,1.8,3,,0.0,27.0,3.65,3.97,0.0,,3.8,,,,,
89014103256345345895,2014-03-28,15:28:33,2014-03-28 15:28:33,44.565125,-68.335297,2.2,3,,0.0,71.0,3.65,5.29,0.0,,2.6,,,,,
89014103256345345895,2014-03-28,15:12:26,2014-03-28 15:12:26,44.565044,-68.335457,1.4,3,,0.0,81.0,3.64,5.47,0.03,,2.0,,,,,
89014103256345345895,2014-03-28,14:56:39,2014-03-28 14:56:39,44.565086,-68.335365,1.6,3,,0.0,71.0,3.64,4.92,0.02,,2.3,,,,,
89014103256345345895,2014-03-28,14:40:57,2014-03-28 14:40:57,44.558743,-68.318192,2.0,3,,0.0,74.0,3.63,4.6,0.0,,2.0,,,,,
89014103256345345895,2014-03-28,14:26:09,2014-03-28 14:26:09,44.558681,-68.318184,1.4,3,,0.0,74.0,3.63,4.69,0.0,,1.4,,,,,
89014103256345345895,2014-03-28,14:10:03,2014-03-28 14:10:03,44.558674,-68.318192,2.5,3,,0.0,76.0,3.64,4.52,0.04,,2.6,,,,,
89014103256345345895,2014-03-28,13:54:09,2014-03-28 13:54:09,44.55864,-68.3181,2.5,3,,0.0,74.0,3.63,4.28,0.0,,2.9,,,,,
89014103256345345895,2014-03-28,13:38:27,2014-03-28 13:38:27,44.558666,-68.318153,2.0,3,,0.0,75.0,3.64,3.73,0.0,,2.6,,,,,
89014103256345345895,2014-03-28,13:22:39,2014-03-28 13:22:39,44.558662,-68.318176,1.6,3,,0.0,77.0,3.64,3.81,0.0,,2.8,,,,,
89014103256345345895,2014-03-28,13:06:57,2014-03-28 13:06:57,44.558666,-68.318138,1.0,3,,0.0,76.0,3.64,4.36,0.0,,1.3,,,,,
89014103256345345895,2014-03-28,12:51:08,2014-03-28 12:51:08,44.558727,-68.318275,2.2,3,,0.0,59.0,3.64,4.8,0.0,,4.0,,,,,
89014103256345345895,2014-03-28,12:35:27,2014-03-28 12:35:27,44.558693,-68.318268,1.1,3,,0.0,70.0,3.64,4.84,0.0,,2.0,,,,,
89014103256345345895,2014-03-28,12:19:40,2014-03-28 12:19:40,44.557499,-68.324081,1.3,3,,0.0,59.0,3.64,4.75,0.04,,1.6,,,,,
89014103256345345895,2014-03-28,12:03:56,2014-03-28 12:03:56,44.558228,-68.327621,1.4,3,,0.0,48.0,3.64,3.31,0.0,,1.8,,,,,
89014103256345345895,2014-03-28,11:48:09,2014-03-28 11:48:09,44.558277,-68.327667,1.5,3,,0.0,46.0,3.64,2.54,0.0,,1.9,,,,,
89014103256345345895,2014-03-28,11:32:27,2014-03-28 11:32:27,44.558258,-68.327637,1.3,3,,0.0,41.0,3.64,2.95,0.0,,2.6,,,,,
89014103256345345895,2014-03-28,11:17:39,2014-03-28 11:17:39,44.558228,-68.327621,1.8,3,,0.0,42.0,3.64,3.23,0.0,,2.0,,,,,
89014103256345345895,2014-03-28,11:01:27,2014-03-28 11:01:27,44.558315,-68.327522,1.7,3,,0.0,86.0,3.64,2.36,0.0,,2.1,,,,,
89014103256345345895,2014-03-28,10:45:39,2014-03-28 10:45:39,44.558357,-68.327583,1.3,3,,0.0,73.0,3.64,2.35,0.0,,1.9,,,,,
89014103256345345895,2014-03-28,10:29:57,2014-03-28 10:29:57,44.558289,-68.327621,1.5,3,,0.0,44.0,3.64,1.76,0.0,,1.8,,,,,
89014103256345345895,2014-03-27,22:51:45,2014-03-27 22:51:45,44.55843,-68.327667,1.8,3,,0.0,-73.0,3.65,2.13,0.0,,3.1,,,,,
89014103256345345895,2014-03-27,22:44:40,2014-03-27 22:44:40,44.558292,-68.327599,1.2,3,,0.0,52.0,3.65,2.55,0.0,,1.6,,,,,
89014103256345345895,2014-03-27,22:28:56,2014-03-27 22:28:56,44.558262,-68.32756,2.4,3,,0.0,42.0,3.65,3.67,0.0,,2.4,,,,,
89014103256345345895,2014-03-27,22:13:09,2014-03-27 22:13:09,44.558258,-68.327728,2.7,3,,0.0,55.0,3.65,3.89,0.0,,2.0,,,,,
89014103256345345895,2014-03-27,21:58:28,2014-03-27 21:58:28,44.558247,-68.327705,2.6,3,,0.0,54.0,3.65,4.51,0.0,,1.4,,,,,
89014103256345345895,2014-03-27,21:42:04,2014-03-27 21:42:04,44.558262,-68.327675,1.1,3,,0.0,63.0,3.66,4.91,0.0,,1.8,,,,,
89014103256345345895,2014-03-27,21:26:09,2014-03-27 21:26:09,44.558281,-68.327652,1.0,3,,0.0,53.0,3.66,4.79,0.0,,1.7,,,,,
