serial,GPS_date_YYYY-MM-DD,GPS_utc_HH:MM:SS,GPS_YYYY-MM-DD_HH:MM:SS,lat,lon,hdop,fix,cog,speed,alt,data_voltage,solar_charge,solar_current,nsats,vdop,geo,activity,inactivity,temperature,time_to_fix
89014103256345345895,2014-03-27,21:10:33,2014-03-27 21:10:33,44.558319,-68.32756,2.6,3,,0.0,51.0,3.67,4.92,0.0,,1.8,,,,,
89014103256345345895,2014-03-27,20:54:40,2014-03-27 20:54:40,44.558258,-68.327621,1.5,3,,0.0,47.0,3.67,5.27,0.0,,2.2,,,,,
89014103256345345895,2014-03-27,20:39:03,2014-03-27 20:39:03,44.558308,-68.32769,0.9,3,,0.0,47.0,3.67,5.15,0.0,,1.5,,,,,
89014103256345345895,2014-03-27,20:23:10,2014-03-27 20:23:10,44.558914,-68.321693,1.9,3,,0.0,63.0,3.66,5.13,0.0,,3.1,,,,,
89014103256345345895,2014-03-27,20:07:33,2014-03-27 20:07:33,44.558853,-68.321594,0.9,3,,0.0,62.0,3.67,5.11,0.0,,1.9,,,,,
89014103256345345895,2014-03-27,19:52:39,2014-03-27 19:52:39,44.558842,-68.321632,1.4,3,,0.0,67.0,3.67,5.39,6.95,,2.4,,,,,
89014103256345345895,2014-03-27,19:36:27,2014-03-27 19:36:27,44.559395,-68.318092,1.8,3,,0.0,56.0,3.67,5.07,0.0,,2.4,,,,,
89014103256345345895,2014-03-27,19:21:39,2014-03-27 19:21:39,44.559399,-68.318115,1.8,3,,0.0,38.0,3.68,5.29,0.35,,3.9,,,,,
89014103256345345895,2014-03-27,19:06:09,2014-03-27 19:06:09,44.559868,-68.318451,1.6,3,,0.0,65.0,3.7,5.45,0.0,,2.0,,,,,
89014103256345345895,2014-03-27,18:50:09,2014-03-27 18:50:09,44.519581,-68.29335,0.9,3,,21.0,326.0,3.7,6.05,23.36,,1.3,,,,,
89014103256345345895,2014-03-27,18:35:27,2014-03-27 18:35:27,44.504807,-68.293564,2.0,3,,39.0,202.0,3.69,6.04,56.04,,1.9,,,,,
89014103256345345895,2014-03-27,18:18:39,2014-03-27 18:18:39,44.489418,-68.267532,1.5,3,,0.0,36.0,3.65,4.54,0.05,,1.8,,,,,
89014103256345345895,2014-03-27,18:02:57,2014-03-27 18:02:57,44.489368,-68.267471,1.3,3,,0.0,30.0,3.67,4.69,0.0,,2.6,,,,,
89014103256345345895,2014-03-27,17:48:03,2014-03-27 17:48:03,44.489365,-68.267403,1.4,3,,0.0,20.0,3.68,4.98,0.0,,3.0,,,,,
89014103256345345895,2014-03-27,17:31:57,2014-03-27 17:31:57,44.508148,-68.26078,1.0,3,,15.0,84.0,3.73,6.1,45.63,,1.5,,,,,
89014103256345345895,2014-03-27,17:16:08,2014-03-27 17:16:08,44.504658,-68.196205,1.0,3,,7.0,428.0,3.71,6.08,43.56,,1.5,,,,,
89014103256345345895,2014-03-27,17:00:27,2014-03-27 17:00:27,44.502655,-68.150177,2.9,3,,15.0,70.0,3.71,6.2,82.36,,5.8,,,,,
89014103256345345895,2014-03-27,16:44:39,2014-03-27 16:44:39,44.474243,-68.119118,2.4,3,,18.0,101.0,3.65,5.96,42.16,,2.7,,,,,
89014103256345345895,2014-03-27,15:58:09,2014-03-27 15:58:09,44.440201,-68.12796,1.9,3,,0.0,33.0,3.59,5.11,3.66,,2.8,,,,,
89014103256345345895,2014-03-27,15:42:27,2014-03-27 15:42:27,44.440155,-68.127937,1.4,3,,0.0,42.0,3.59,4.79,0.0,,2.0,,,,,
89014103256345345895,2014-03-27,15:26:34,2014-03-27 15:26:34,44.440182,-68.127945,2.3,3,,0.0,40.0,3.59,4.87,0.0,,3.1,,,,,
89014103256345345895,2014-03-27,15:11:38,2014-03-27 15:11:38,44.440231,-68.128044,2.1,3,,0.0,22.0,3.59,5.07,0.0,,2.5,,,,,
89014103256345345895,2014-03-27,14:56:39,2014-03-27 14:56:39,44.440182,-68.128006,2.0,3,,0.0,25.0,3.59,4.84,0.0,,2.2,,,,,
89014103256345345895,2014-03-27,14:41:39,2014-03-27 14:41:39,44.440174,-68.128014,1.5,3,,0.0,24.0,3.59,4.89,0.0,,3.0,,,,,
89014103256345345895,2014-03-27,14:26:47,2014-03-27 14:26:47,44.440151,-68.127975,3.6,3,,0.0,33.0,3.6,4.87,0.0,,3.2,,,,,
89014103256345345895,2014-03-27,14:09:40,2014-03-27 14:09:40,44.440182,-68.128021,1.9,3,,0.0,35.0,3.6,5.24,0.0,,2.0,,,,,
89014103256345345895,2014-03-27,13:53:56,2014-03-27 13:53:56,44.440178,-68.128075,1.7,3,,0.0,28.0,3.61,5.02,0.0,,1.8,,,,,
89014103256345345895,2014-03-27,13:37:58,2014-03-27 13:37:58,44.44017,-68.127953,1.7,3,,0.0,34.0,3.61,5.18,0.0,,2.7,,,,,
89014103256345345895,2014-03-27,13:23:09,2014-03-27 13:23:09,44.440113,-68.114502,2.4,3,,1.0,25.0,3.6,4.84,0.0,,4.4,,,,,
89014103256345345895,2014-03-27,13:07:34,2014-03-27 13:07:34,44.440174,-68.114548,2.0,3,,0.0,30.0,3.61,4.8,0.0,,2.3,,,,,
89014103256345345895,2014-03-27,12:51:27,2014-03-27 12:51:27,44.440186,-68.114555,1.9,3,,0.0,37.0,3.61,4.88,0.0,,2.4,,,,,
89014103256345345895,2014-03-27,12:35:40,2014-03-27 12:35:40,44.440178,-68.114548,1.5,3,,0.0,28.0,3.61,5.08,0.0,,1.6,,,,,
89014103256345345895,2014-03-27,12:20:03,2014-03-27 12:20:03,44.440102,-68.114517,1.3,3,,0.0,34.0,3.61,4.48,0.03,,1.8,,,,,
89014103256345345895,2014-03-27,12:05:10,2014-03-27 12:05:10,44.440151,-68.114555,1.4,3,,0.0,36.0,3.61,4.79,0.0,,2.4,,,,,
89014103256345345895,2014-03-27,11:50:10,2014-03-27 11:50:10,44.43222,-68.133125,1.0,3,,0.0,19.0,3.59,4.65,0.0,,1.5,,,,,
89014103256345345895,2014-03-27,11:33:58,2014-03-27 11:33:58,44.432236,-68.133171,1.2,3,,0.0,25.0,3.59,4.73,0.0,,2.2,,,,,
89014103256345345895,2014-03-27,11:18:10,2014-03-27 11:18:10,44.432247,-68.133133,1.3,3,,0.0,32.0,3.59,4.67,0.0,,2.3,,,,,
89014103256345345895,2014-03-27,11:02:26,2014-03-27 11:02:26,44.43219,-68.133133,1.8,3,,0.0,18.0,3.59,5.47,7.08,,2.8,,,,,
89014103256345345895,2014-03-27,10:46:39,2014-03-27 10:46:39,44.432316,-68.133186,2.5,3,,0.0,26.0,3.59,5.34,4.15,,2.7,,,,,
89014103256345345895,2014-03-27,10:30:57,2014-03-27 10:30:57,44.43224,-68.133179,1.2,3,,0.0,17.0,3.59,3.47,0.0,,1.8,,,,,
89014103256345345895,2014-03-26,22:48:33,2014-03-26 22:48:33,44.432312,-68.133095,1.4,3,,0.0,27.0,3.6,2.03,0.0,,2.4,,,,,
89014103256345345895,2014-03-26,22:47:39,2014-03-26 22:47:39,44.43224,-68.13308,1.4,3,,0.0,34.0,3.61,2.23,0.0,,2.4,,,,,
89014103256345345895,2014-03-26,22:31:57,2014-03-26 22:31:57,44.432243,-68.13308,1.7,3,,0.0,29.0,3.6,3.11,0.0,,2.2,,,,,
89014103256345345895,2014-03-26,22:16:09,2014-03-26 22:16:09,44.432228,-68.133095,1.7,3,,0.0,23.0,3.6,3.71,0.0,,2.1,,,,,
89014103256345345895,2014-03-26,22:00:27,2014-03-26 22:00:27,44.432232,-68.13308,1.8,3,,0.0,27.0,3.6,3.63,0.0,,2.7,,,,,
89014103256345345895,2014-03-26,21:44:39,2014-03-26 21:44:39,44.432278,-68.133102,2.6,3,,0.0,22.0,3.6,3.96,0.0,,5.0,,,,,
89014103256345345895,2014-03-26,21:29:02,2014-03-26 21:29:02,44.432076,-68.13311,2.3,3,,0.0,49.0,3.6,3.48,0.0,,4.1,,,,,
89014103256345345895,2014-03-26,21:13:10,2014-03-26 21:13:10,44.432255,-68.133133,1.9,3,,0.0,37.0,3.6,4.51,0.0,,2.9,,,,,
89014103256345345895,2014-03-26,20:57:26,2014-03-26 20:57:26,44.432194,-68.133148,1.8,3,,0.0,48.0,3.6,3.46,0.0,,3.2,,,,,
89014103256345345895,2014-03-26,20:41:39,2014-03-26 20:41:39,44.432255,-68.133087,2.3,3,,0.0,35.0,3.61,3.78,0.0,,3.8,,,,,
89014103256345345895,2014-03-26,20:25:57,2014-03-26 20:25:57,44.432281,-68.133163,1.5,3,,0.0,26.0,3.6,4.86,0.0,,1.9,,,,,
89014103256345345895,2014-03-26,20:10:09,2014-03-26 20:10:09,44.432297,-68.133148,1.4,3,,0.0,18.0,3.6,4.94,0.0,,2.2,,,,,
89014103256345345895,2014-03-26,19:54:26,2014-03-26 19:54:26,44.43227,-68.133156,1.5,3,,0.0,44.0,3.6,4.82,0.0,,3.1,,,,,
89014103256345345895,2014-03-26,19:38:39,2014-03-26 19:38:39,44.432259,-68.133102,1.6,3,,0.0,33.0,3.6,5.07,0.0,,2.4,,,,,
89014103256345345895,2014-03-26,19:22:57,2014-03-26 19:22:57,44.432171,-68.133049,2.4,3,,0.0,45.0,3.6,4.88,0.0,,3.0,,,,,
89014103256345345895,2014-03-26,19:07:10,2014-03-26 19:07:10,44.432243,-68.133095,2.0,3,,0.0,31.0,3.6,5.07,0.0,,3.4,,,,,
89014103256345345895,2014-03-26,18:51:27,2014-03-26 18:51:27,44.432274,-68.133072,1.9,3,,0.0,29.0,3.6,5.05,0.0,,2.8,,,,,
89014103256345345895,2014-03-26,18:35:40,2014-03-26 18:35:40,44.432251,-68.133087,1.8,3,,0.0,32.0,3.6,5.1,0.0,,2.6,,,,,
89014103256345345895,2014-03-26,18:20:03,2014-03-26 18:20:03,44.432289,-68.13324,2.3,3,,0.0,21.0,3.6,5.0,0.0,,4.9,,,,,
89014103256345345895,2014-03-26,18:04:10,2014-03-26 18:04:10,44.432121,-68.133148,2.3,3,,1.0,63.0,3.6,5.07,0.0,,3.1,,,,,
89014103256345345895,2014-03-26,17:48:27,2014-03-26 17:48:27,44.432167,-68.133141,2.7,3,,0.0,44.0,3.59,4.94,0.0,,3.6,,,,,
89014103256345345895,2014-03-26,17:32:39,2014-03-26 17:32:39,44.432281,-68.133179,1.3,3,,0.0,24.0,3.59,4.98,0.0,,1.5,,,,,
89014103256345345895,2014-03-26,17:16:57,2014-03-26 17:16:57,44.43227,-68.133041,1.6,3,,0.0,40.0,3.59,4.96,0.0,,2.8,,,,,
89014103256345345895,2014-03-26,17:01:09,2014-03-26 17:01:09,44.432236,-68.133102,1.4,3,,0.0,30.0,3.59,5.05,0.0,,1.8,,,,,
89014103256345345895,2014-03-26,16:45:27,2014-03-26 16:45:27,44.432243,-68.133118,1.5,3,,0.0,21.0,3.58,4.98,0.0,,2.2,,,,,
89014103256345345895,2014-03-26,16:29:40,2014-03-26 16:29:40,44.432213,-68.133133,1.8,3,,0.0,28.0,3.58,4.79,0.0,,2.4,,,,,
89014103256345345895,2014-03-26,16:16:00,2014-03-26 16:16:00,44.432281,-68.133118,4.2,3,,0.0,31.0,3.6,4.69,0.0,,4.9,,,,,
89014103256345345895,2014-03-26,15:59:10,2014-03-26 15:59:10,44.432236,-68.133064,1.4,3,,0.0,30.0,3.59,4.79,0.0,,1.8,,,,,
89014103256345345895,2014-03-26,15:43:33,2014-03-26 15:43:33,44.432209,-68.13308,1.4,3,,0.0,30.0,3.59,3.67,0.0,,1.9,,,,,
89014103256345345895,2014-03-26,15:27:40,2014-03-26 15:27:40,44.432289,-68.133163,1.8,3,,0.0,19.0,3.58,4.98,0.0,,2.3,,,,,
89014103256345345895,2014-03-26,15:12:03,2014-03-26 15:12:03,44.432293,-68.133186,1.7,3,,0.0,19.0,3.58,4.62,0.0,,2.4,,,,,
89014103256345345895,2014-03-26,14:56:10,2014-03-26 14:56:10,44.432259,-68.133133,1.9,3,,0.0,29.0,3.58,1.67,0.0,,2.3,,,,,
89014103256345345895,2014-03-26,14:40:33,2014-03-26 14:40:33,44.432228,-68.133156,2.1,3,,0.0,23.0,3.58,4.72,0.06,,2.5,,,,,
89014103256345345895,2014-03-26,14:24:39,2014-03-26 14:24:39,44.43224,-68.133102,2.4,3,,0.0,24.0,3.57,4.87,0.0,,2.1,,,,,
89014103256345345895,2014-03-26,14:10:03,2014-03-26 14:10:03,44.432232,-68.133186,2.1,3,,0.0,7.0,3.57,4.64,0.0,,3.0,,,,,
89014103256345345895,2014-03-26,13:55:24,2014-03-26 13:55:24,44.432213,-68.133148,3.3,3,,0.0,22.0,3.58,3.56,0.0,,3.7,,,,,
89014103256345345895,2014-03-26,13:23:09,2014-03-26 13:23:09,44.432255,-68.133156,1.9,3,,0.0,20.0,3.57,4.3,0.0,,2.8,,,,,
89014103256345345895,2014-03-26,13:08:28,2014-03-26 13:08:28,44.432243,-68.133148,2.0,3,,1.0,24.0,3.57,3.31,0.0,,2.3,,,,,
89014103256345345895,2014-03-26,12:53:27,2014-03-26 12:53:27,44.430222,-68.134628,1.5,3,,0.0,29.0,3.56,3.71,0.0,,2.3,,,,,
89014103256345345895,2014-03-26,12:37:26,2014-03-26 12:37:26,44.430187,-68.134682,2.7,3,,0.0,31.0,3.56,3.78,0.0,,3.1,,,,,
89014103256345345895,2014-03-26,12:21:39,2014-03-26 12:21:39,44.430187,-68.134682,2.8,3,,0.0,41.0,3.56,3.31,0.0,,3.3,,,,,
89014103256345345895,2014-03-26,12:06:03,2014-03-26 12:06:03,44.430153,-68.134697,1.7,3,,0.0,34.0,3.56,3.48,0.0,,1.8,,,,,
89014103256345345895,2014-03-26,11:50:10,2014-03-26 11:50:10,44.430244,-68.134666,2.5,3,,0.0,30.0,3.56,3.46,0.0,,3.3,,,,,
89014103256345345895,2014-03-26,11:34:27,2014-03-26 11:34:27,44.430187,-68.134651,1.7,3,,0.0,23.0,3.56,2.55,0.0,,2.5,,,,,
89014103256345345895,2014-03-26,11:18:40,2014-03-26 11:18:40,44.430195,-68.134666,1.5,3,,0.0,29.0,3.56,3.42,0.0,,2.2,,,,,
89014103256345345895,2014-03-26,11:02:56,2014-03-26 11:02:56,44.43018,-68.134628,1.8,3,,0.0,33.0,3.56,2.85,0.0,,1.8,,,,,
89014103256345345895,2014-03-26,10:47:09,2014-03-26 10:47:09,44.430202,-68.134674,1.4,3,,0.0,29.0,3.57,1.87,0.0,,1.9,,,,,
89014103256345345895,2014-03-26,10:32:27,2014-03-26 10:32:27,44.464317,-68.110435,1.6,3,,22.0,133.0,3.57,2.93,0.0,,1.9,,,,,
89014103256345345895,2014-03-25,22:45:39,2014-03-25 22:45:39,44.478397,-68.104622,1.4,3,,0.0,69.0,3.54,3.03,0.0,,1.5,,,,,
89014103256345345895,2014-03-25,22:40:58,2014-03-25 22:40:58,44.483295,-68.100342,2.4,3,,19.0,79.0,3.53,4.59,0.0,,4.5,,,,,
89014103256345345895,2014-03-25,22:26:10,2014-03-25 22:26:10,44.498131,-68.090553,2.9,3,,9.0,29.0,3.53,4.11,0.0,,3.1,,,,,
89014103256345345895,2014-03-25,22:10:09,2014-03-25 22:10:09,44.498161,-68.090546,2.1,3,,0.0,73.0,3.53,2.92,0.0,,3.1,,,,,
89014103256345345895,2014-03-25,21:54:27,2014-03-25 21:54:27,44.498222,-68.090645,2.6,3,,0.0,65.0,3.53,3.17,0.0,,5.2,,,,,
89014103256345345895,2014-03-25,21:38:39,2014-03-25 21:38:39,44.498257,-68.090591,2.6,3,,0.0,66.0,3.53,3.64,0.0,,5.9,,,,,
89014103256345345895,2014-03-25,21:23:04,2014-03-25 21:23:04,44.498135,-68.090546,1.4,3,,0.0,74.0,3.53,3.8,0.0,,2.4,,,,,
89014103256345345895,2014-03-25,21:08:09,2014-03-25 21:08:09,44.498158,-68.090599,2.2,3,,0.0,78.0,3.54,4.12,0.0,,2.5,,,,,
89014103256345345895,2014-03-25,20:52:09,2014-03-25 20:52:09,44.498199,-68.09063,1.3,3,,0.0,82.0,3.54,4.24,0.0,,2.2,,,,,
89014103256345345895,2014-03-25,20:38:16,2014-03-25 20:38:16,44.499752,-68.077713,0.0,1,,0.0,29.0,3.57,3.84,0.0,,0.0,,,,,
89014103256345345895,2014-03-25,20:22:08,2014-03-25 20:22:08,44.500237,-68.077667,1.8,3,,0.0,67.0,3.56,4.02,0.0,,2.2,,,,,
89014103256345345895,2014-03-25,20:06:09,2014-03-25 20:06:09,44.500168,-68.07753,0.9,3,,0.0,68.0,3.57,4.28,0.0,,2.0,,,,,
89014103256345345895,2014-03-25,19:51:25,2014-03-25 19:51:25,44.500237,-68.07756,1.6,3,,0.0,63.0,3.58,4.09,0.0,,2.8,,,,,
89014103256345345895,2014-03-25,19:34:57,2014-03-25 19:34:57,44.500225,-68.077644,1.4,3,,0.0,55.0,3.6,4.68,0.0,,2.7,,,,,
89014103256345345895,2014-03-25,19:19:09,2014-03-25 19:19:09,44.500263,-68.07753,1.9,3,,0.0,70.0,3.62,3.7,0.0,,3.5,,,,,
89014103256345345895,2014-03-25,19:03:26,2014-03-25 19:03:26,44.500278,-68.077507,2.2,3,,0.0,75.0,3.64,2.75,0.0,,3.4,,,,,
89014103256345345895,2014-03-25,18:47:39,2014-03-25 18:47:39,44.500237,-68.077621,1.9,3,,1.0,63.0,3.65,4.25,0.0,,2.7,,,,,
89014103256345345895,2014-03-25,18:32:57,2014-03-25 18:32:57,44.500393,-68.077667,2.4,3,,4.0,62.0,3.67,5.65,4.4,,4.7,,,,,
89014103256345345895,2014-03-25,18:16:39,2014-03-25 18:16:39,44.50275,-68.0868,1.1,3,,0.0,93.0,3.67,4.85,0.02,,1.6,,,,,
89014103256345345895,2014-03-25,18:00:57,2014-03-25 18:00:57,44.502785,-68.086678,1.3,3,,0.0,87.0,3.68,5.45,0.0,,1.9,,,,,
89014103256345345895,2014-03-25,17:45:10,2014-03-25 17:45:10,44.519119,-68.060219,1.4,3,,31.0,80.0,3.67,5.86,32.25,,3.2,,,,,
89014103256345345895,2014-03-25,17:29:27,2014-03-25 17:29:27,44.519432,-68.059006,0.9,3,,0.0,72.0,3.67,5.62,5.34,,1.3,,,,,
89014103256345345895,2014-03-25,17:13:38,2014-03-25 17:13:38,44.534847,-68.037338,1.0,3,,13.0,260.0,3.69,6.11,31.77,,1.5,,,,,
89014103256345345895,2014-03-25,16:57:58,2014-03-25 16:57:58,44.545113,-68.020737,1.1,3,,0.0,95.0,3.67,4.9,0.0,,1.5,,,,,
89014103256345345895,2014-03-25,16:42:10,2014-03-25 16:42:10,44.56514,-67.998108,1.6,3,,20.0,105.0,3.68,5.99,31.14,,1.5,,,,,
89014103256345345895,2014-03-25,16:26:26,2014-03-25 16:26:26,44.584461,-67.96991,1.9,3,,18.0,209.0,3.71,6.25,63.64,,4.1,,,,,
89014103256345345895,2014-03-25,16:10:39,2014-03-25 16:10:39,44.625565,-67.947929,1.1,3,,28.0,163.0,3.67,6.19,63.03,,1.3,,,,,
89014103256345345895,2014-03-25,15:55:09,2014-03-25 15:55:09,44.629456,-67.933922,1.4,3,,0.0,96.0,3.63,5.18,0.04,,2.1,,,,,
89014103256345345895,2014-03-25,15:39:27,2014-03-25 15:39:27,44.630985,-67.919907,1.9,3,,0.0,51.0,3.64,5.5,0.46,,3.0,,,,,
89014103256345345895,2014-03-25,15:23:40,2014-03-25 15:23:40,44.630917,-67.919876,1.5,3,,0.0,62.0,3.65,5.39,0.0,,2.1,,,,,
89014103256345345895,2014-03-25,15:07:56,2014-03-25 15:07:56,44.637424,-67.880806,1.7,3,,34.0,173.0,3.7,6.25,72.11,,2.6,,,,,
89014103256345345895,2014-03-25,14:53:08,2014-03-25 14:53:08,44.625969,-67.760101,2.0,3,,26.0,461.0,3.68,6.25,55.37,,2.4,,,,,
89014103256345345895,2014-03-25,10:33:52,2014-03-25 10:33:52,44.606762,-67.703491,3.7,3,,0.0,57.0,3.61,2.3,0.0,,2.6,,,,,
89014103256345345895,2014-03-24,22:46:07,2014-03-24 22:46:07,44.606682,-67.703575,1.2,3,,0.0,70.0,3.61,2.42,0.0,,2.3,,,,,
89014103256345345895,2014-03-24,10:35:26,2014-03-24 10:35:26,44.606087,-67.706802,0.0,1,,0.0,29.0,3.61,3.33,0.0,,0.0,,,,,
89014103256345345895,2014-03-23,22:43:39,2014-03-23 22:43:39,44.606827,-67.703712,1.3,3,,0.0,62.0,3.56,2.5,0.0,,1.9,,,,,
89014103256345345895,2014-03-23,10:36:39,2014-03-23 10:36:39,44.603168,-67.697433,2.3,3,,0.0,54.0,3.54,2.03,0.0,,2.2,,,,,
89014103256345345895,2014-03-22,22:42:10,2014-03-22 22:42:10,44.607086,-67.703896,1.2,3,,0.0,62.0,3.59,0.28,2.89,,1.9,,,,,
89014103256345345895,2014-03-22,10:39:11,2014-03-22 10:39:11,44.606831,-67.703758,2.9,3,,1.0,59.0,3.44,3.19,0.0,,2.1,,,,,
89014103256345345895,2014-03-21,22:40:40,2014-03-21 22:40:40,44.606968,-67.703537,1.5,3,,0.0,73.0,3.39,1.25,0.0,,2.7,,,,,
89014103256345345895,2014-03-21,10:40:39,2014-03-21 10:40:39,44.607502,-67.70472,1.4,3,,0.0,41.0,3.57,2.07,0.0,,2.2,,,,,
89014103256345345895,2014-03-20,22:40:09,2014-03-20 22:40:09,44.607365,-67.704712,1.5,3,,0.0,61.0,3.6,3.14,0.0,,2.5,,,,,
89014103256345345895,2014-03-20,10:43:40,2014-03-20 10:43:40,44.607037,-67.703629,1.7,3,,0.0,67.0,3.54,0.97,3.62,,1.8,,,,,
89014103256345345895,2014-03-19,22:38:39,2014-03-19 22:38:39,44.607021,-67.703629,1.6,3,,0.0,60.0,3.59,1.18,0.95,,1.8,,,,,
89014103256345345895,2014-03-19,15:57:08,2014-03-19 15:57:08,44.603012,-67.697266,2.9,3,,0.0,113.0,3.53,5.11,0.0,,4.9,,,,,
89014103256345345895,2014-03-19,15:41:28,2014-03-19 15:41:28,44.603188,-67.697823,1.5,3,,0.0,55.0,3.53,4.87,0.0,,2.0,,,,,
89014103256345345895,2014-03-19,15:25:39,2014-03-19 15:25:39,44.603153,-67.697792,1.9,3,,0.0,55.0,3.53,4.94,0.0,,2.3,,,,,
89014103256345345895,2014-03-19,15:12:03,2014-03-19 15:12:03,44.603073,-67.697716,3.2,3,,0.0,63.0,3.54,4.82,0.0,,5.3,,,,,
89014103256345345895,2014-03-19,14:54:56,2014-03-19 14:54:56,44.603119,-67.6978,2.1,3,,0.0,69.0,3.54,4.6,0.0,,2.4,,,,,
89014103256345345895,2014-03-19,14:39:09,2014-03-19 14:39:09,44.603138,-67.697617,2.8,3,,0.0,67.0,3.54,4.68,0.0,,2.8,,,,,
