Group: ,,,
,,,
,,  developed,2
,,  forest,2
,,  open_water,2
,,  pasture,2
,,  road,2
,,  shrub_herb,2
,,  wetland,2
,,  eastness,2
,,  northness,2
,,  wind_class,2
,,  roughness,2
,,  tpi,2
,,  tri,2
,,  dist_developed,2
,,  dist_hydro,2
,,  dist_road,2
,,  dist_turbine,2
